Tanoo,坦欧
V-177,V-177
V-178,V-178
V-179,V-179
V-180,V-180
V-181,V-181
V-182,V-182
V-183,V-183
V-184,V-184
V-185,V-185
V-186,V-186
V-187,V-187
V-188,V-188
V-189,V-189
V-190,V-190
V-191,V-191
V-192,V-192
V-193,V-193
V-194,V-194
V-195,V-195
V-196,V-196
V-197,V-197
V-198,V-198
V-199,V-199
V-200,V-200
GPMS-01,GPMS-01
Derelik,德里克
The Forge,伏尔戈
Vale of the Silent,静寂谷
UUA-F4,UUA-F4
Detorid,底特里德
Wicked Creek,邪恶湾流
Cache,地窖
Scalding Pass,灼热之径
Insmother,因斯姆尔
Tribute,特布特
Great Wildlands,大荒野
Curse,柯尔斯
Malpais,糟粕之域
Catch,卡彻
Venal,维纳尔
Lonetrek,长征
J7HZ-F,J7HZ-F
The Spire,螺旋之域
A821-A,A821-A
Tash-Murkon,塔什蒙贡
Outer Passage,域外走廊
Stain,混浊
Pure Blind,黑渊
Immensea,伊梅瑟亚
Etherium Reach,琉蓝之穹
Molden Heath,摩登赫斯
Geminate,对舞之域
Heimatar,西玛特尔
Impass,绝径
Sinq Laison,金纳泽
The Citadel,赛塔德洱
The Kalevala Expanse,卡勒瓦拉阔地
Deklein,德克廉
Devoid,破碎
Everyshore,埃维希尔
The Bleak Lands,幽暗之域
Esoteria,埃索特亚
Oasa,欧莎
Syndicate,辛迪加
Metropolis,美特伯里斯
Domain,多美
Solitude,孤独之域
Tenal,特纳
Fade,斐德
Providence,普罗维登斯
Placid,宁静之域
Khanid,卡尼迪
Querious,逑瑞斯
Cloud Ring,云环
Kador,卡多尔
Cobalt Edge,钴蓝边域
Aridia,艾里迪亚
Branch,血脉
Feythabolis,非塔波利斯
Outer Ring,外环
Fountain,源泉之域
Paragon Soul,摄魂之域
Delve,绝地之域
Tenerifis,特里菲斯
Omist,欧米斯特
Period Basis,贝斯
Essence,精华之域
Kor-Azor,柯埃佐
Perrigen Falls,佩利根弗
Genesis,吉勒西斯
Verge Vendor,维格温铎
Black Rise,暗涌之域
Pochven,波赫文
Yasna Zakh,雅斯纳·扎赫
Exordium,
A-R00001,A-R00001
A-R00002,A-R00002
A-R00003,A-R00003
B-R00004,B-R00004
B-R00005,B-R00005
B-R00006,B-R00006
B-R00007,B-R00007
B-R00008,B-R00008
C-R00009,C-R00009
C-R00010,C-R00010
C-R00011,C-R00011
C-R00012,C-R00012
C-R00013,C-R00013
C-R00014,C-R00014
C-R00015,C-R00015
D-R00016,D-R00016
D-R00017,D-R00017
D-R00018,D-R00018
D-R00019,D-R00019
D-R00020,D-R00020
D-R00021,D-R00021
D-R00022,D-R00022
D-R00023,D-R00023
E-R00024,E-R00024
E-R00025,E-R00025
E-R00026,E-R00026
E-R00027,E-R00027
E-R00028,E-R00028
E-R00029,E-R00029
F-R00030,F-R00030
G-R00031,G-R00031
H-R00032,H-R00032
K-R00033,K-R00033
ADR01,ADR01
ADR02,ADR02
ADR03,ADR03
ADR04,ADR04
ADR05,ADR05
VR-01,VR-01
VR-02,VR-02
VR-03,VR-03
VR-04,VR-04
VR-05,VR-05
GPMR-01,GPMR-01
Amarr,艾玛
Caldari,加达里
Gallente,盖伦特
Minmatar,米玛塔尔
Warzone - Amarr vs Minmatar,战区 - 艾玛 vs 米玛塔尔
Warzone - Caldari vs Gallente,战区 - 加达里 vs 盖伦特
